Sequence_ID	biosample_accession
ASV6663	SAMN30974251
ASV6664	SAMN30974255
ASV6665	SAMN30974305
ASV6666	SAMN30974251
ASV6668	SAMN30974255
ASV6669	SAMN30974253
ASV6670	SAMN30974255
ASV6671	SAMN30974270
ASV6672	SAMN30974254
ASV6673	SAMN30974255
ASV6674	SAMN30974305
ASV6675	SAMN30974292
ASV6676	SAMN30974253
ASV6677	SAMN30974306
ASV6678	SAMN30974254
ASV6679	SAMN30974253
ASV6680	SAMN30974251
ASV6681	SAMN30974254
ASV6684	SAMN30974255
ASV6686	SAMN30974255
ASV6687	SAMN30974255
ASV6688	SAMN30974255
ASV6690	SAMN30974252
ASV6691	SAMN30974253
ASV6692	SAMN30974251
ASV6697	SAMN30974254
ASV6698	SAMN30974307
ASV6699	SAMN30974307
ASV67	SAMN30974273
ASV6700	SAMN30974251
ASV6701	SAMN30974251
ASV6702	SAMN30974307
ASV6703	SAMN30974306
ASV6704	SAMN30974272
ASV6705	SAMN30974292
ASV6706	SAMN30974307
ASV6707	SAMN30974253
ASV6708	SAMN30974251
ASV6710	SAMN30974255
ASV6711	SAMN30974306
ASV6712	SAMN30974307
ASV6713	SAMN30974255
ASV6714	SAMN30974290
ASV6716	SAMN30974251
ASV6717	SAMN30974253
ASV6719	SAMN30974253
ASV6720	SAMN30974253
ASV6722	SAMN30974307
ASV6723	SAMN30974251
ASV6724	SAMN30974252
ASV6725	SAMN30974272
ASV6727	SAMN30974253
ASV6728	SAMN30974306
ASV6730	SAMN30974255
ASV6731	SAMN30974307
ASV6732	SAMN30974305
ASV6733	SAMN30974255
ASV6734	SAMN30974252
ASV6736	SAMN30974305
ASV6737	SAMN30974253
ASV6738	SAMN30974254
ASV6739	SAMN30974305
ASV6740	SAMN30974255
ASV6741	SAMN30974305
ASV6742	SAMN30974251
ASV6743	SAMN30974272
ASV6744	SAMN30974273
ASV6745	SAMN30974255
ASV6748	SAMN30974253
ASV6750	SAMN30974251
ASV6751	SAMN30974255
ASV6752	SAMN30974292
ASV6753	SAMN30974255
ASV6754	SAMN30974255
ASV6755	SAMN30974252
ASV6756	SAMN30974307
ASV6757	SAMN30974305
ASV6759	SAMN30974255
ASV6760	SAMN30974307
ASV6761	SAMN30974291
ASV6762	SAMN30974306
ASV6766	SAMN30974253
ASV6769	SAMN30974305
ASV6772	SAMN30974255
ASV6773	SAMN30974255
ASV6774	SAMN30974307
ASV6776	SAMN30974273
ASV6786	SAMN30974255
ASV6787	SAMN30974305
ASV6790	SAMN30974252
ASV6795	SAMN30974252
ASV6797	SAMN30974307
ASV6799	SAMN30974307
ASV68	SAMN30974253
ASV6801	SAMN30974292
ASV6803	SAMN30974273
ASV6804	SAMN30974255
ASV6807	SAMN30974306
ASV6809	SAMN30974272
ASV6819	SAMN30974292
ASV6820	SAMN30974252
ASV6822	SAMN30974306
ASV69	SAMN30974253
ASV7	SAMN30974253
ASV70	SAMN30974255
ASV71	SAMN30974273
ASV7247	SAMN30974252
ASV7248	SAMN30974251
ASV7249	SAMN30974254
ASV7250	SAMN30974254
ASV7251	SAMN30974251
ASV7252	SAMN30974254
ASV7253	SAMN30974253
ASV7254	SAMN30974254
ASV7255	SAMN30974307
ASV7256	SAMN30974254
ASV7257	SAMN30974254
ASV7258	SAMN30974255
ASV7259	SAMN30974255
ASV7260	SAMN30974253
ASV7261	SAMN30974253
ASV7262	SAMN30974306
ASV7263	SAMN30974253
ASV7264	SAMN30974306
ASV7265	SAMN30974253
ASV7266	SAMN30974253
ASV7267	SAMN30974307
ASV7268	SAMN30974307
ASV7269	SAMN30974252
ASV7270	SAMN30974252
ASV7271	SAMN30974254
ASV7272	SAMN30974272
ASV7273	SAMN30974307
ASV7274	SAMN30974255
ASV7275	SAMN30974306
ASV7276	SAMN30974307
ASV7277	SAMN30974254
ASV7278	SAMN30974255
ASV7279	SAMN30974307
ASV7280	SAMN30974306
ASV7281	SAMN30974307
ASV7283	SAMN30974292
ASV7284	SAMN30974292
ASV7285	SAMN30974255
ASV7286	SAMN30974253
ASV7287	SAMN30974270
ASV7288	SAMN30974255
ASV7289	SAMN30974273
ASV7290	SAMN30974253
ASV7291	SAMN30974307
ASV7292	SAMN30974254
ASV7293	SAMN30974251
ASV7295	SAMN30974252
ASV7297	SAMN30974254
ASV7298	SAMN30974252
ASV7299	SAMN30974255
ASV73	SAMN30974253
ASV7301	SAMN30974307
ASV7302	SAMN30974253
ASV7303	SAMN30974251
ASV7304	SAMN30974251
ASV7305	SAMN30974253
ASV7307	SAMN30974255
ASV7308	SAMN30974272
ASV7310	SAMN30974306
ASV7311	SAMN30974254
ASV7312	SAMN30974273
ASV7313	SAMN30974306
ASV7315	SAMN30974252
ASV7316	SAMN30974252
ASV7317	SAMN30974271
ASV7318	SAMN30974251
ASV7319	SAMN30974305
ASV7320	SAMN30974254
ASV7322	SAMN30974254
ASV7323	SAMN30974307
ASV7324	SAMN30974292
ASV7325	SAMN30974307
ASV7326	SAMN30974306
ASV7327	SAMN30974255
ASV7328	SAMN30974252
ASV7329	SAMN30974252
ASV7330	SAMN30974255
ASV7331	SAMN30974254
ASV7332	SAMN30974306
ASV7333	SAMN30974306
ASV7335	SAMN30974292
ASV7336	SAMN30974273
ASV7337	SAMN30974251
ASV7338	SAMN30974253
ASV7340	SAMN30974271
ASV7342	SAMN30974252
ASV7343	SAMN30974255
ASV7344	SAMN30974306
ASV7345	SAMN30974253
ASV7346	SAMN30974252
ASV7347	SAMN30974251
ASV7348	SAMN30974306
ASV7349	SAMN30974253
ASV7351	SAMN30974291
ASV7352	SAMN30974307
ASV7354	SAMN30974254
ASV7355	SAMN30974252
ASV7356	SAMN30974252
ASV7357	SAMN30974251
ASV7358	SAMN30974255
ASV7359	SAMN30974307
ASV7360	SAMN30974251
ASV7361	SAMN30974253
ASV7362	SAMN30974252
ASV7363	SAMN30974305
ASV7364	SAMN30974254
ASV7365	SAMN30974307
ASV7366	SAMN30974255
ASV7367	SAMN30974252
ASV7368	SAMN30974255
ASV7369	SAMN30974252
ASV7370	SAMN30974307
ASV7371	SAMN30974255
ASV7372	SAMN30974307
ASV7374	SAMN30974273
ASV7376	SAMN30974255
ASV7377	SAMN30974292
ASV7378	SAMN30974305
ASV7381	SAMN30974254
ASV7386	SAMN30974307
ASV7387	SAMN30974273
ASV7389	SAMN30974254
ASV7390	SAMN30974307
ASV7392	SAMN30974292
ASV7393	SAMN30974292
ASV7394	SAMN30974305
ASV7395	SAMN30974270
ASV7397	SAMN30974271
ASV7398	SAMN30974307
ASV74	SAMN30974253
ASV7400	SAMN30974306
ASV7408	SAMN30974274
ASV7411	SAMN30974292
ASV7412	SAMN30974305
ASV7413	SAMN30974255
ASV7417	SAMN30974306
ASV7420	SAMN30974274
ASV7421	SAMN30974270
ASV7423	SAMN30974274
ASV7424	SAMN30974305
ASV7425	SAMN30974306
ASV7428	SAMN30974307
ASV7433	SAMN30974291
ASV7435	SAMN30974306
ASV7454	SAMN30974273
ASV7459	SAMN30974272
ASV7460	SAMN30974306
ASV7465	SAMN30974305
ASV7466	SAMN30974251
ASV75	SAMN30974255
ASV76	SAMN30974253
ASV77	SAMN30974253
ASV78	SAMN30974272
ASV79	SAMN30974252
ASV8	SAMN30974273
ASV80	SAMN30974253
ASV8066	SAMN30974253
ASV8067	SAMN30974252
ASV8068	SAMN30974255
ASV8069	SAMN30974251
ASV8070	SAMN30974270
ASV8071	SAMN30974273
ASV8072	SAMN30974270
ASV8073	SAMN30974272
ASV8074	SAMN30974252
ASV8075	SAMN30974306
ASV8076	SAMN30974306
ASV8077	SAMN30974253
ASV8078	SAMN30974253
ASV8079	SAMN30974270
ASV8080	SAMN30974253
ASV8081	SAMN30974270
ASV8082	SAMN30974273
ASV8083	SAMN30974255
ASV8084	SAMN30974253
ASV8085	SAMN30974253
ASV8086	SAMN30974307
ASV8089	SAMN30974252
ASV8090	SAMN30974270
ASV8091	SAMN30974271
ASV8092	SAMN30974255
ASV8093	SAMN30974305
ASV8094	SAMN30974307
ASV8095	SAMN30974307
ASV8096	SAMN30974255
ASV8097	SAMN30974306
ASV8098	SAMN30974307
ASV81	SAMN30974253
ASV8100	SAMN30974305
ASV8101	SAMN30974307
ASV8102	SAMN30974253
ASV8103	SAMN30974291
ASV8104	SAMN30974272
ASV8105	SAMN30974271
ASV8106	SAMN30974306
ASV8107	SAMN30974270
ASV8108	SAMN30974307
ASV8109	SAMN30974292
ASV8110	SAMN30974271
ASV8111	SAMN30974292
ASV8112	SAMN30974305
ASV8113	SAMN30974270
ASV8115	SAMN30974253
ASV8118	SAMN30974307
ASV8120	SAMN30974306
ASV8122	SAMN30974307
ASV8124	SAMN30974270
ASV8125	SAMN30974254
ASV8127	SAMN30974252
ASV8128	SAMN30974253
ASV8129	SAMN30974252
ASV8130	SAMN30974270
ASV8132	SAMN30974307
ASV8133	SAMN30974291
ASV8134	SAMN30974253
ASV8137	SAMN30974291
ASV8140	SAMN30974291
ASV8142	SAMN30974255
ASV8143	SAMN30974255
ASV8144	SAMN30974305
ASV8145	SAMN30974252
ASV8148	SAMN30974251
ASV815	SAMN30974253
ASV8152	SAMN30974305
ASV8153	SAMN30974270
ASV8155	SAMN30974291
ASV8156	SAMN30974307
ASV8157	SAMN30974251
ASV8158	SAMN30974292
ASV816	SAMN30974254
ASV8161	SAMN30974305
ASV8162	SAMN30974305
ASV8164	SAMN30974253
ASV8165	SAMN30974305
ASV8166	SAMN30974272
ASV8168	SAMN30974274
ASV8169	SAMN30974255
ASV817	SAMN30974253
ASV8170	SAMN30974270
ASV8172	SAMN30974291
ASV8175	SAMN30974274
ASV8176	SAMN30974251
ASV8177	SAMN30974255
ASV8178	SAMN30974251
ASV8179	SAMN30974255
ASV818	SAMN30974254
ASV8180	SAMN30974272
ASV8184	SAMN30974255
ASV8185	SAMN30974307
ASV8187	SAMN30974253
ASV8188	SAMN30974273
ASV8189	SAMN30974274
ASV819	SAMN30974307
ASV8191	SAMN30974307
ASV8192	SAMN30974253
ASV8194	SAMN30974305
ASV8195	SAMN30974252
ASV8196	SAMN30974274
ASV82	SAMN30974273
ASV8202	SAMN30974253
ASV8203	SAMN30974306
ASV8207	SAMN30974253
ASV8208	SAMN30974255
ASV8210	SAMN30974271
ASV8211	SAMN30974255
ASV8212	SAMN30974252
ASV8213	SAMN30974274
ASV8217	SAMN30974254
ASV8218	SAMN30974305
ASV8219	SAMN30974253
ASV822	SAMN30974254
ASV8220	SAMN30974254
ASV8221	SAMN30974253
ASV8222	SAMN30974305
ASV8223	SAMN30974252
ASV8224	SAMN30974252
ASV8225	SAMN30974255
ASV8230	SAMN30974253
ASV8232	SAMN30974255
ASV8233	SAMN30974274
ASV8238	SAMN30974252
ASV8239	SAMN30974253
ASV824	SAMN30974307
ASV8241	SAMN30974253
ASV8243	SAMN30974253
ASV8247	SAMN30974253
ASV825	SAMN30974253
ASV8250	SAMN30974274
ASV8251	SAMN30974251
ASV8253	SAMN30974255
ASV8254	SAMN30974307
ASV8255	SAMN30974306
ASV8256	SAMN30974255
ASV8257	SAMN30974270
ASV8258	SAMN30974305
ASV8259	SAMN30974251
ASV826	SAMN30974251
ASV8260	SAMN30974307
ASV8261	SAMN30974271
ASV8262	SAMN30974252
ASV8264	SAMN30974306
ASV8265	SAMN30974305
ASV8267	SAMN30974254
ASV827	SAMN30974251
ASV8270	SAMN30974252
ASV8275	SAMN30974253
ASV8276	SAMN30974272
ASV8277	SAMN30974307
ASV828	SAMN30974253
ASV8280	SAMN30974292
ASV8282	SAMN30974255
ASV8283	SAMN30974292
ASV8285	SAMN30974273
ASV8288	SAMN30974271
ASV8289	SAMN30974253
ASV829	SAMN30974255
ASV8295	SAMN30974291
ASV830	SAMN30974253
ASV8304	SAMN30974252
ASV8305	SAMN30974251
ASV831	SAMN30974255
ASV8328	SAMN30974305
ASV833	SAMN30974274
ASV8330	SAMN30974255
ASV835	SAMN30974253
ASV836	SAMN30974306
ASV837	SAMN30974252
ASV838	SAMN30974252
ASV839	SAMN30974253
ASV84	SAMN30974255
ASV840	SAMN30974253
ASV841	SAMN30974255
ASV843	SAMN30974307
ASV844	SAMN30974252
ASV845	SAMN30974252
ASV846	SAMN30974307
ASV847	SAMN30974251
ASV848	SAMN30974255
ASV849	SAMN30974307
ASV85	SAMN30974253
ASV850	SAMN30974253
ASV852	SAMN30974255
ASV853	SAMN30974255
ASV854	SAMN30974253
ASV856	SAMN30974251
ASV858	SAMN30974251
ASV86	SAMN30974253
ASV860	SAMN30974255
ASV863	SAMN30974306
ASV865	SAMN30974255
ASV866	SAMN30974253
ASV867	SAMN30974253
ASV868	SAMN30974252
ASV869	SAMN30974306
ASV87	SAMN30974270
ASV871	SAMN30974254
ASV872	SAMN30974306
ASV873	SAMN30974273
ASV874	SAMN30974253
ASV875	SAMN30974253
ASV876	SAMN30974292
ASV877	SAMN30974255
ASV879	SAMN30974255
ASV88	SAMN30974272
ASV880	SAMN30974270
ASV881	SAMN30974252
ASV882	SAMN30974273
ASV883	SAMN30974253
ASV884	SAMN30974307
ASV885	SAMN30974253
ASV886	SAMN30974255
ASV887	SAMN30974255
ASV889	SAMN30974272
ASV890	SAMN30974255
ASV891	SAMN30974252
ASV8915	SAMN30974255
ASV8916	SAMN30974255
ASV8917	SAMN30974307
ASV8918	SAMN30974255
ASV8919	SAMN30974307
ASV892	SAMN30974253
ASV8920	SAMN30974306
ASV8921	SAMN30974254
ASV8922	SAMN30974254
ASV8923	SAMN30974253
ASV8924	SAMN30974253
ASV8925	SAMN30974251
ASV8926	SAMN30974254
ASV8927	SAMN30974253
ASV8928	SAMN30974253
ASV8929	SAMN30974307
ASV893	SAMN30974271
ASV8930	SAMN30974253
ASV8931	SAMN30974253
ASV8932	SAMN30974252
ASV8933	SAMN30974253
ASV8934	SAMN30974253
ASV8935	SAMN30974255
ASV8936	SAMN30974255
ASV8937	SAMN30974255
ASV8938	SAMN30974251
ASV8939	SAMN30974254
ASV894	SAMN30974254
ASV8940	SAMN30974251
ASV8941	SAMN30974252
ASV8942	SAMN30974274
ASV8943	SAMN30974253
ASV8944	SAMN30974306
ASV8945	SAMN30974306
ASV8946	SAMN30974253
ASV8947	SAMN30974251
ASV8948	SAMN30974307
ASV8949	SAMN30974255
ASV895	SAMN30974254
ASV8950	SAMN30974253
ASV8951	SAMN30974271
ASV8952	SAMN30974307
ASV8953	SAMN30974251
ASV8954	SAMN30974307
ASV8955	SAMN30974306
ASV8956	SAMN30974253
ASV8957	SAMN30974307
ASV8958	SAMN30974252
ASV8959	SAMN30974251
ASV8960	SAMN30974255
ASV8961	SAMN30974307
ASV8962	SAMN30974253
ASV8963	SAMN30974272
ASV8964	SAMN30974255
ASV8965	SAMN30974306
ASV8966	SAMN30974253
ASV8967	SAMN30974254
ASV8968	SAMN30974252
ASV8969	SAMN30974251
ASV897	SAMN30974254
ASV8970	SAMN30974254
ASV8971	SAMN30974307
ASV8972	SAMN30974253
ASV8973	SAMN30974255
ASV8974	SAMN30974255
ASV8975	SAMN30974251
ASV8976	SAMN30974251
ASV8977	SAMN30974307
ASV8978	SAMN30974253
ASV8979	SAMN30974306
ASV898	SAMN30974254
ASV8980	SAMN30974255
ASV8981	SAMN30974307
ASV8982	SAMN30974274
ASV8983	SAMN30974255
ASV8984	SAMN30974253
ASV8985	SAMN30974255
ASV8986	SAMN30974251
ASV8987	SAMN30974255
ASV8988	SAMN30974254
ASV8989	SAMN30974255
ASV899	SAMN30974255
ASV8990	SAMN30974254
ASV8991	SAMN30974270
ASV8992	SAMN30974254
ASV8993	SAMN30974255
ASV8994	SAMN30974252
ASV8996	SAMN30974305
ASV8997	SAMN30974307
ASV8998	SAMN30974255
ASV8999	SAMN30974255
ASV9	SAMN30974273
ASV90	SAMN30974253
ASV900	SAMN30974306
ASV9000	SAMN30974254
ASV9001	SAMN30974253
ASV9003	SAMN30974292
ASV9004	SAMN30974255
ASV9005	SAMN30974253
ASV9006	SAMN30974253
ASV9007	SAMN30974290
ASV9008	SAMN30974253
ASV9009	SAMN30974255
ASV901	SAMN30974252
ASV9010	SAMN30974254
ASV9011	SAMN30974252
ASV9013	SAMN30974255
ASV9014	SAMN30974307
ASV9015	SAMN30974253
ASV9016	SAMN30974255
ASV9017	SAMN30974307
ASV9018	SAMN30974254
ASV9019	SAMN30974251
ASV902	SAMN30974255
ASV9020	SAMN30974306
ASV9021	SAMN30974254
ASV9022	SAMN30974253
ASV9023	SAMN30974255
ASV9024	SAMN30974306
ASV9025	SAMN30974273
ASV9026	SAMN30974252
ASV9027	SAMN30974251
ASV9028	SAMN30974255
ASV9029	SAMN30974306
ASV903	SAMN30974251
ASV9030	SAMN30974292
ASV9031	SAMN30974251
ASV9032	SAMN30974253
ASV9033	SAMN30974253
ASV9035	SAMN30974292
ASV9038	SAMN30974255
ASV9039	SAMN30974255
ASV904	SAMN30974253
ASV9040	SAMN30974255
ASV9041	SAMN30974255
ASV9042	SAMN30974307
ASV9043	SAMN30974251
ASV9044	SAMN30974255
ASV9045	SAMN30974254
ASV9046	SAMN30974253
ASV9047	SAMN30974253
ASV9048	SAMN30974306
ASV9049	SAMN30974251
ASV905	SAMN30974255
ASV9050	SAMN30974255
ASV9051	SAMN30974307
ASV9052	SAMN30974306
ASV9053	SAMN30974254
ASV9055	SAMN30974253
ASV9056	SAMN30974306
ASV9057	SAMN30974252
ASV9058	SAMN30974254
ASV9059	SAMN30974255
ASV906	SAMN30974306
ASV9060	SAMN30974251
ASV9061	SAMN30974254
ASV9062	SAMN30974255
ASV9063	SAMN30974291
ASV9064	SAMN30974305
ASV9065	SAMN30974255
ASV9066	SAMN30974290
ASV9067	SAMN30974305
ASV9068	SAMN30974291
ASV9069	SAMN30974252
ASV907	SAMN30974255
ASV9071	SAMN30974307
ASV9072	SAMN30974307
ASV9073	SAMN30974253
ASV9074	SAMN30974255
ASV9075	SAMN30974252
ASV9077	SAMN30974255
ASV9078	SAMN30974292
ASV9079	SAMN30974306
ASV908	SAMN30974253
ASV9080	SAMN30974270
ASV9081	SAMN30974307
ASV9083	SAMN30974255
ASV9084	SAMN30974306
ASV9086	SAMN30974271
ASV9088	SAMN30974291
ASV9089	SAMN30974307
ASV909	SAMN30974252
ASV9090	SAMN30974306
ASV9091	SAMN30974255
ASV9095	SAMN30974255
ASV91	SAMN30974254
ASV910	SAMN30974251
ASV9100	SAMN30974292
ASV9104	SAMN30974306
ASV9105	SAMN30974255
ASV911	SAMN30974255
ASV9114	SAMN30974307
ASV912	SAMN30974252
ASV9122	SAMN30974270
ASV9127	SAMN30974253
ASV913	SAMN30974306
ASV9131	SAMN30974292
ASV9132	SAMN30974270
ASV9134	SAMN30974251
ASV914	SAMN30974255
ASV915	SAMN30974252
ASV9154	SAMN30974307
ASV916	SAMN30974255
ASV918	SAMN30974255
ASV919	SAMN30974255
ASV92	SAMN30974255
ASV920	SAMN30974253
ASV921	SAMN30974253
ASV922	SAMN30974251
ASV923	SAMN30974254
ASV925	SAMN30974307
ASV926	SAMN30974272
ASV928	SAMN30974251
ASV929	SAMN30974253
ASV93	SAMN30974253
ASV930	SAMN30974272
ASV931	SAMN30974253
ASV932	SAMN30974253
ASV933	SAMN30974253
ASV934	SAMN30974255
ASV936	SAMN30974253
ASV937	SAMN30974272
ASV938	SAMN30974253
ASV939	SAMN30974255
ASV94	SAMN30974273
ASV940	SAMN30974307
ASV941	SAMN30974251
ASV942	SAMN30974255
ASV943	SAMN30974255
ASV944	SAMN30974255
ASV945	SAMN30974253
ASV947	SAMN30974252
ASV948	SAMN30974255
ASV95	SAMN30974272
ASV950	SAMN30974253
ASV951	SAMN30974251
ASV952	SAMN30974306
ASV954	SAMN30974255
ASV956	SAMN30974255
ASV957	SAMN30974253
ASV958	SAMN30974253
ASV959	SAMN30974273
ASV96	SAMN30974252
ASV960	SAMN30974253
ASV962	SAMN30974254
ASV963	SAMN30974272
ASV964	SAMN30974273
ASV9643	SAMN30974255
ASV9645	SAMN30974254
ASV9647	SAMN30974254
ASV9648	SAMN30974254
ASV9649	SAMN30974307
ASV965	SAMN30974270
ASV9650	SAMN30974252
ASV9652	SAMN30974307
ASV9653	SAMN30974253
ASV9655	SAMN30974307
ASV9657	SAMN30974254
ASV9658	SAMN30974252
ASV9659	SAMN30974254
ASV9660	SAMN30974307
ASV9661	SAMN30974291
ASV9662	SAMN30974253
ASV9664	SAMN30974251
ASV9665	SAMN30974255
ASV9667	SAMN30974306
ASV9668	SAMN30974254
ASV9669	SAMN30974254
ASV967	SAMN30974255
ASV9670	SAMN30974253
ASV9671	SAMN30974306
ASV9672	SAMN30974292
ASV9674	SAMN30974306
ASV9676	SAMN30974306
ASV968	SAMN30974253
ASV9680	SAMN30974252
ASV9681	SAMN30974254
ASV9682	SAMN30974307
ASV9683	SAMN30974254
ASV9684	SAMN30974307
ASV9685	SAMN30974305
ASV9689	SAMN30974306
ASV969	SAMN30974255
ASV9693	SAMN30974251
ASV9694	SAMN30974307
ASV9695	SAMN30974252
ASV9699	SAMN30974272
ASV97	SAMN30974292
ASV9700	SAMN30974255
ASV9704	SAMN30974307
ASV9705	SAMN30974255
ASV9706	SAMN30974254
ASV9708	SAMN30974307
ASV971	SAMN30974254
ASV9711	SAMN30974252
ASV9712	SAMN30974271
ASV9713	SAMN30974306
ASV9714	SAMN30974307
ASV9716	SAMN30974307
ASV9717	SAMN30974307
ASV9719	SAMN30974270
ASV972	SAMN30974255
ASV9720	SAMN30974291
ASV9721	SAMN30974254
ASV9722	SAMN30974255
ASV9724	SAMN30974307
ASV9725	SAMN30974255
ASV9726	SAMN30974253
ASV9727	SAMN30974255
ASV9728	SAMN30974255
ASV9729	SAMN30974307
ASV9734	SAMN30974254
ASV9735	SAMN30974254
ASV9738	SAMN30974306
ASV974	SAMN30974253
ASV9744	SAMN30974307
ASV9746	SAMN30974306
ASV9747	SAMN30974253
ASV9748	SAMN30974255
ASV9749	SAMN30974305
ASV975	SAMN30974253
ASV9750	SAMN30974307
ASV9751	SAMN30974272
ASV9752	SAMN30974307
ASV9754	SAMN30974307
ASV9756	SAMN30974254
ASV9757	SAMN30974292
ASV9758	SAMN30974307
ASV976	SAMN30974292
ASV9761	SAMN30974273
ASV9764	SAMN30974307
ASV9767	SAMN30974307
ASV9768	SAMN30974305
ASV9769	SAMN30974255
ASV9770	SAMN30974291
ASV9771	SAMN30974255
ASV9772	SAMN30974306
ASV9773	SAMN30974253
ASV9774	SAMN30974307
ASV9775	SAMN30974306
ASV9776	SAMN30974307
ASV9777	SAMN30974254
ASV9780	SAMN30974255
ASV9782	SAMN30974255
ASV9784	SAMN30974252
ASV9785	SAMN30974255
ASV979	SAMN30974255
ASV9793	SAMN30974307
ASV9795	SAMN30974274
ASV9796	SAMN30974272
ASV9799	SAMN30974307
ASV98	SAMN30974270
ASV980	SAMN30974251
ASV9801	SAMN30974307
ASV9804	SAMN30974307
ASV9805	SAMN30974307
ASV9810	SAMN30974255
ASV9813	SAMN30974253
ASV9814	SAMN30974307
ASV9815	SAMN30974251
ASV9818	SAMN30974307
ASV982	SAMN30974253
ASV9821	SAMN30974291
ASV9822	SAMN30974306
ASV9823	SAMN30974305
ASV9824	SAMN30974306
ASV9825	SAMN30974307
ASV9826	SAMN30974306
ASV9829	SAMN30974307
ASV9830	SAMN30974273
ASV9834	SAMN30974307
ASV9835	SAMN30974306
ASV9838	SAMN30974307
ASV9839	SAMN30974255
ASV984	SAMN30974255
ASV9841	SAMN30974292
ASV9844	SAMN30974251
ASV9846	SAMN30974307
ASV9847	SAMN30974307
ASV9848	SAMN30974306
ASV9852	SAMN30974253
ASV9855	SAMN30974307
ASV986	SAMN30974307
ASV9860	SAMN30974254
ASV987	SAMN30974253
ASV9872	SAMN30974270
ASV9887	SAMN30974252
ASV9888	SAMN30974306
ASV9891	SAMN30974306
ASV99	SAMN30974251
ASV990	SAMN30974252
ASV991	SAMN30974306
ASV9912	SAMN30974292
ASV992	SAMN30974253
ASV993	SAMN30974307
ASV994	SAMN30974252
ASV995	SAMN30974255
ASV996	SAMN30974255
ASV997	SAMN30974271
ASV999	SAMN30974254
